Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Serbia,European Region of WHO,South West Europe,2013,2,07/01/2013,13/01/2013,,9,0,2,0,,0,2,0,0,1,1,3,,Sporadic
Serbia,European Region of WHO,South West Europe,2013,3,14/01/2013,20/01/2013,,38,0,7,5,,2,14,0,0,2,2,16,,Sporadic
Serbia,European Region of WHO,South West Europe,2013,4,21/01/2013,27/01/2013,,35,0,7,3,,0,10,0,0,4,4,14,,Sporadic
Serbia,European Region of WHO,South West Europe,2013,5,28/01/2013,03/02/2013,,47,0,9,1,,2,12,0,0,11,11,23,,Regional Outbreak
Serbia,European Region of WHO,South West Europe,2013,6,04/02/2013,10/02/2013,,51,0,10,9,,0,19,0,0,11,11,30,,Widespread Outbreak
Serbia,European Region of WHO,South West Europe,2013,7,11/02/2013,17/02/2013,,104,0,31,5,,1,37,0,0,29,29,66,,Widespread Outbreak
Serbia,European Region of WHO,South West Europe,2013,8,18/02/2013,24/02/2013,,73,0,14,3,,3,20,0,0,21,21,41,,Widespread Outbreak
Serbia,European Region of WHO,South West Europe,2013,9,25/02/2013,03/03/2013,,55,0,5,3,,0,8,0,0,21,21,29,,Widespread Outbreak
Serbia,European Region of WHO,South West Europe,2013,10,04/03/2013,10/03/2013,,44,0,7,2,,2,11,0,0,14,14,25,,Widespread Outbreak
Serbia,European Region of WHO,South West Europe,2013,11,11/03/2013,17/03/2013,,38,0,4,3,,0,7,0,0,3,3,10,,Regional Outbreak
Serbia,European Region of WHO,South West Europe,2013,12,18/03/2013,24/03/2013,,24,0,2,0,,0,2,0,0,5,5,7,,Regional Outbreak
Serbia,European Region of WHO,South West Europe,2013,13,25/03/2013,31/03/2013,,14,0,1,0,,0,1,0,0,2,2,3,,No Report
Serbia,European Region of WHO,South West Europe,2013,14,01/04/2013,07/04/2013,,12,0,0,1,,0,1,0,0,2,2,3,,Sporadic
Serbia,European Region of WHO,South West Europe,2013,15,08/04/2013,14/04/2013,,5,0,0,0,,0,0,0,0,1,1,1,,Sporadic
Serbia,European Region of WHO,South West Europe,2013,16,15/04/2013,21/04/2013,,7,0,0,0,,0,0,0,0,3,3,3,,Sporadic
Serbia,European Region of WHO,South West Europe,2013,17,22/04/2013,28/04/2013,,11,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2013,18,29/04/2013,05/05/2013,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2013,19,06/05/2013,12/05/2013,,3,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2013,20,13/05/2013,19/05/2013,,3,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2013,21,20/05/2013,26/05/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,22,27/05/2013,02/06/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,23,03/06/2013,09/06/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,24,10/06/2013,16/06/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,25,17/06/2013,23/06/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,26,24/06/2013,30/06/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,27,01/07/2013,07/07/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,28,08/07/2013,14/07/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,29,15/07/2013,21/07/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,30,22/07/2013,28/07/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,31,29/07/2013,04/08/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,32,05/08/2013,11/08/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,33,12/08/2013,18/08/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,34,19/08/2013,25/08/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,35,26/08/2013,01/09/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,36,02/09/2013,08/09/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,37,09/09/2013,15/09/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,38,16/09/2013,22/09/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,39,23/09/2013,29/09/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,40,30/09/2013,06/10/2013,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2013,41,07/10/2013,13/10/2013,,2,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2013,42,14/10/2013,20/10/2013,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2013,43,21/10/2013,27/10/2013,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2013,44,28/10/2013,03/11/2013,,2,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2013,45,04/11/2013,10/11/2013,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2013,46,11/11/2013,17/11/2013,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2013,47,18/11/2013,24/11/2013,,4,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2013,48,25/11/2013,01/12/2013,,14,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2013,49,02/12/2013,08/12/2013,,6,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2013,50,09/12/2013,15/12/2013,,5,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2013,51,16/12/2013,22/12/2013,,5,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2013,52,23/12/2013,29/12/2013,,12,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2014,1,30/12/2013,05/01/2014,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2014,2,06/01/2014,12/01/2014,,5,0,1,0,,0,1,0,0,0,0,1,,No Activity
Serbia,European Region of WHO,South West Europe,2014,3,13/01/2014,19/01/2014,,17,0,0,2,,0,2,0,0,0,0,2,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,4,20/01/2014,26/01/2014,,17,0,1,2,,0,3,0,0,0,0,3,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,5,27/01/2014,02/02/2014,,23,0,0,2,,0,2,0,0,0,0,2,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,6,03/02/2014,09/02/2014,,10,0,0,3,,0,3,0,0,0,0,3,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,7,10/02/2014,16/02/2014,,32,0,5,15,,0,20,0,0,0,0,20,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,8,17/02/2014,23/02/2014,,14,0,1,5,,0,6,0,0,0,0,6,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,9,24/02/2014,02/03/2014,,33,0,4,11,,0,15,0,0,0,0,15,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,10,03/03/2014,09/03/2014,,31,0,1,11,,0,12,0,0,0,0,12,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,11,10/03/2014,16/03/2014,,25,0,4,11,,0,15,0,0,0,0,15,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,12,17/03/2014,23/03/2014,,19,0,4,12,,0,16,0,0,0,0,16,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,13,24/03/2014,30/03/2014,,41,0,6,11,,3,20,0,0,0,0,20,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,14,31/03/2014,06/04/2014,,19,0,3,6,,0,9,0,0,0,0,9,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,15,07/04/2014,13/04/2014,,10,0,1,4,,0,5,0,0,0,0,5,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,16,14/04/2014,20/04/2014,,5,0,0,2,,1,3,0,0,0,0,3,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,17,21/04/2014,27/04/2014,,2,0,1,0,,0,1,0,0,0,0,1,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,18,28/04/2014,04/05/2014,,4,0,0,0,,0,0,0,0,0,0,0,,No Activity
Serbia,European Region of WHO,South West Europe,2014,19,05/05/2014,11/05/2014,,5,0,0,1,,0,1,0,0,0,0,1,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,20,12/05/2014,18/05/2014,,1,0,0,0,,0,0,0,0,0,0,0,,Sporadic
Serbia,European Region of WHO,South West Europe,2014,21,19/05/2014,25/05/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,22,26/05/2014,01/06/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,23,02/06/2014,08/06/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,24,09/06/2014,15/06/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,25,16/06/2014,22/06/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,26,23/06/2014,29/06/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,27,30/06/2014,06/07/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,28,07/07/2014,13/07/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,29,14/07/2014,20/07/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,30,21/07/2014,27/07/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,31,28/07/2014,03/08/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,32,04/08/2014,10/08/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,33,11/08/2014,17/08/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,34,18/08/2014,24/08/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,35,25/08/2014,31/08/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,36,01/09/2014,07/09/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,37,08/09/2014,14/09/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,38,15/09/2014,21/09/2014,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2014,39,22/09/2014,28/09/2014,,8,0,0,1,,0,1,0,0,0,0,1,,No Report
Serbia,European Region of WHO,South West Europe,2014,40,29/09/2014,05/10/2014,,8,0,0,1,,0,1,0,0,0,0,1,,No Report
Serbia,European Region of WHO,South West Europe,2014,41,06/10/2014,12/10/2014,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2014,42,13/10/2014,19/10/2014,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2014,43,20/10/2014,26/10/2014,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2014,44,27/10/2014,02/11/2014,,10,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2014,45,03/11/2014,09/11/2014,,8,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2014,46,10/11/2014,16/11/2014,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2014,47,17/11/2014,23/11/2014,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2014,48,24/11/2014,30/11/2014,,14,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2014,49,01/12/2014,07/12/2014,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2014,50,08/12/2014,14/12/2014,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2014,51,15/12/2014,21/12/2014,,11,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2014,52,22/12/2014,28/12/2014,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2015,1,29/12/2014,04/01/2015,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2015,2,05/01/2015,11/01/2015,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2015,3,12/01/2015,18/01/2015,,8,0,1,0,,1,2,0,0,0,0,2,,No Report
Serbia,European Region of WHO,South West Europe,2015,4,19/01/2015,25/01/2015,,22,0,5,5,,1,11,0,0,0,0,11,,No Report
Serbia,European Region of WHO,South West Europe,2015,5,26/01/2015,01/02/2015,,38,0,14,8,,0,22,0,0,0,0,22,,No Report
Serbia,European Region of WHO,South West Europe,2015,6,02/02/2015,08/02/2015,,43,0,17,9,,0,26,0,0,0,0,26,,No Report
Serbia,European Region of WHO,South West Europe,2015,7,09/02/2015,15/02/2015,,66,0,25,22,,2,49,0,0,2,2,51,,No Report
Serbia,European Region of WHO,South West Europe,2015,8,16/02/2015,22/02/2015,,40,0,20,7,,0,27,0,0,1,1,28,,No Report
Serbia,European Region of WHO,South West Europe,2015,9,23/02/2015,01/03/2015,,107,0,33,25,,1,59,0,0,8,8,67,,No Report
Serbia,European Region of WHO,South West Europe,2015,10,02/03/2015,08/03/2015,,76,0,21,13,,0,34,0,0,6,6,40,,No Report
Serbia,European Region of WHO,South West Europe,2015,11,09/03/2015,15/03/2015,,98,0,26,20,,2,48,0,0,10,10,58,,No Report
Serbia,European Region of WHO,South West Europe,2015,12,16/03/2015,22/03/2015,,76,0,11,15,,2,28,0,0,10,10,38,,No Report
Serbia,European Region of WHO,South West Europe,2015,13,23/03/2015,29/03/2015,,65,0,11,10,,1,22,0,0,8,8,30,,No Report
Serbia,European Region of WHO,South West Europe,2015,14,30/03/2015,05/04/2015,,54,0,4,3,,1,8,0,0,15,15,23,,No Report
Serbia,European Region of WHO,South West Europe,2015,15,06/04/2015,12/04/2015,,26,0,1,3,,1,5,0,0,8,8,13,,No Report
Serbia,European Region of WHO,South West Europe,2015,16,13/04/2015,19/04/2015,,24,0,0,3,,0,3,0,0,8,8,11,,No Report
Serbia,European Region of WHO,South West Europe,2015,17,20/04/2015,26/04/2015,,9,0,0,0,,0,0,0,0,5,5,5,,No Report
Serbia,European Region of WHO,South West Europe,2015,18,27/04/2015,03/05/2015,,8,0,0,0,,0,0,0,0,2,2,2,,No Report
Serbia,European Region of WHO,South West Europe,2015,19,04/05/2015,10/05/2015,,7,0,0,0,,0,0,0,0,1,1,1,,No Report
Serbia,European Region of WHO,South West Europe,2015,20,11/05/2015,17/05/2015,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2015,21,18/05/2015,24/05/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,22,25/05/2015,31/05/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,23,01/06/2015,07/06/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,24,08/06/2015,14/06/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,25,15/06/2015,21/06/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,26,22/06/2015,28/06/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,27,29/06/2015,05/07/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,28,06/07/2015,12/07/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,29,13/07/2015,19/07/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,30,20/07/2015,26/07/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,31,27/07/2015,02/08/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,32,03/08/2015,09/08/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,33,10/08/2015,16/08/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,34,17/08/2015,23/08/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,35,24/08/2015,30/08/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,36,31/08/2015,06/09/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,37,07/09/2015,13/09/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,38,14/09/2015,20/09/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,39,21/09/2015,27/09/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,40,28/09/2015,04/10/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,41,05/10/2015,11/10/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,42,12/10/2015,18/10/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,43,19/10/2015,25/10/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,44,26/10/2015,01/11/2015,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2015,45,02/11/2015,08/11/2015,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2015,46,09/11/2015,15/11/2015,,11,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2015,47,16/11/2015,22/11/2015,,8,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2015,48,23/11/2015,29/11/2015,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2015,49,30/11/2015,06/12/2015,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2015,50,07/12/2015,13/12/2015,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2015,51,14/12/2015,20/12/2015,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2015,52,21/12/2015,27/12/2015,,10,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2015,53,28/12/2015,03/01/2016,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2016,1,04/01/2016,10/01/2016,,6,0,3,0,,0,3,0,0,0,0,3,,No Report
Serbia,European Region of WHO,South West Europe,2016,2,11/01/2016,17/01/2016,,27,0,5,0,,0,5,0,0,1,1,6,,No Report
Serbia,European Region of WHO,South West Europe,2016,3,18/01/2016,24/01/2016,,34,0,15,0,,0,15,0,0,1,1,16,,No Report
Serbia,European Region of WHO,South West Europe,2016,4,25/01/2016,31/01/2016,,49,0,10,0,,0,10,0,0,4,4,14,,No Report
Serbia,European Region of WHO,South West Europe,2016,5,01/02/2016,07/02/2016,,55,0,23,0,,0,23,0,0,3,3,26,,No Report
Serbia,European Region of WHO,South West Europe,2016,6,08/02/2016,14/02/2016,,82,0,24,4,,0,28,0,0,8,8,36,,No Report
Serbia,European Region of WHO,South West Europe,2016,7,15/02/2016,21/02/2016,,34,0,9,2,,0,11,0,0,3,3,14,,No Report
Serbia,European Region of WHO,South West Europe,2016,8,22/02/2016,28/02/2016,,56,0,20,2,,0,22,0,0,11,11,33,,No Report
Serbia,European Region of WHO,South West Europe,2016,9,29/02/2016,06/03/2016,,70,0,18,7,,0,25,0,0,19,19,44,,No Report
Serbia,European Region of WHO,South West Europe,2016,10,07/03/2016,13/03/2016,,93,0,18,8,,0,26,0,0,24,24,50,,No Report
Serbia,European Region of WHO,South West Europe,2016,11,14/03/2016,20/03/2016,,86,0,15,3,,0,18,0,0,17,17,35,,No Report
Serbia,European Region of WHO,South West Europe,2016,12,21/03/2016,27/03/2016,,98,0,23,2,,1,26,0,0,28,28,54,,No Report
Serbia,European Region of WHO,South West Europe,2016,13,28/03/2016,03/04/2016,,95,0,22,1,,1,24,0,0,33,33,57,,No Report
Serbia,European Region of WHO,South West Europe,2016,14,04/04/2016,10/04/2016,,64,0,14,5,,0,19,0,0,20,20,39,,No Report
Serbia,European Region of WHO,South West Europe,2016,15,11/04/2016,17/04/2016,,52,0,10,0,,1,11,0,0,15,15,26,,No Report
Serbia,European Region of WHO,South West Europe,2016,16,18/04/2016,24/04/2016,,9,0,1,0,,0,1,0,0,1,1,2,,No Report
Serbia,European Region of WHO,South West Europe,2016,17,25/04/2016,01/05/2016,,10,0,0,1,,0,1,0,0,1,1,2,,No Report
Serbia,European Region of WHO,South West Europe,2016,18,02/05/2016,08/05/2016,,9,0,0,0,,0,0,0,0,4,4,4,,No Report
Serbia,European Region of WHO,South West Europe,2016,19,09/05/2016,15/05/2016,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2016,20,16/05/2016,22/05/2016,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2016,21,23/05/2016,29/05/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,22,30/05/2016,05/06/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,23,06/06/2016,12/06/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,24,13/06/2016,19/06/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,25,20/06/2016,26/06/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,26,27/06/2016,03/07/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,27,04/07/2016,10/07/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,28,11/07/2016,17/07/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,29,18/07/2016,24/07/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,30,25/07/2016,31/07/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,31,01/08/2016,07/08/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,32,08/08/2016,14/08/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,33,15/08/2016,21/08/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,34,22/08/2016,28/08/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,35,29/08/2016,04/09/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,36,05/09/2016,11/09/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,37,12/09/2016,18/09/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,38,19/09/2016,25/09/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,39,26/09/2016,02/10/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,40,03/10/2016,09/10/2016,,,,,,,,,,,,,,,No Report
Serbia,European Region of WHO,South West Europe,2016,41,10/10/2016,16/10/2016,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2016,42,17/10/2016,23/10/2016,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2016,43,24/10/2016,30/10/2016,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2016,44,31/10/2016,06/11/2016,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2016,45,07/11/2016,13/11/2016,,9,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2016,46,14/11/2016,20/11/2016,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2016,47,21/11/2016,27/11/2016,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2016,48,28/11/2016,04/12/2016,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2016,49,05/12/2016,11/12/2016,,19,0,0,9,,0,9,0,0,0,0,9,,No Report
Serbia,European Region of WHO,South West Europe,2016,50,12/12/2016,18/12/2016,,108,0,0,82,,0,82,0,0,2,2,84,,No Report
Serbia,European Region of WHO,South West Europe,2016,51,19/12/2016,25/12/2016,,156,0,0,109,,0,109,0,0,0,0,109,,No Report
Serbia,European Region of WHO,South West Europe,2016,52,26/12/2016,01/01/2017,,224,0,0,158,,4,162,0,0,0,0,162,,No Report
Serbia,European Region of WHO,South West Europe,2017,1,02/01/2017,08/01/2017,,129,0,0,61,,16,77,0,0,0,0,77,,No Report
Serbia,European Region of WHO,South West Europe,2017,2,09/01/2017,15/01/2017,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2017,3,16/01/2017,22/01/2017,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2017,4,23/01/2017,29/01/2017,,8,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2017,5,30/01/2017,05/02/2017,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2017,6,06/02/2017,12/02/2017,,9,0,0,0,,0,0,0,0,0,0,0,,No Report
Serbia,European Region of WHO,South West Europe,2017,7,13/02/2017,19/02/2017,,14,0,0,4,,0,4,0,0,1,1,5,,No Report
Serbia,European Region of WHO,South West Europe,2017,8,20/02/2017,26/02/2017,,41,0,0,11,,0,11,0,0,0,0,11,,No Report
Serbia,European Region of WHO,South West Europe,2017,9,27/02/2017,05/03/2017,,14,0,0,2,,0,2,0,0,2,2,4,,No Report
Serbia,European Region of WHO,South West Europe,2017,10,06/03/2017,12/03/2017,,15,0,1,1,,0,2,0,0,0,0,2,,No Report
