Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Argentina,Region of the Americas of WHO,Temperate South America,1995,1,02/01/1995,08/01/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,2,09/01/1995,15/01/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,3,16/01/1995,22/01/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,4,23/01/1995,29/01/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,5,30/01/1995,05/02/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,6,06/02/1995,12/02/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,7,13/02/1995,19/02/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,8,20/02/1995,26/02/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,9,27/02/1995,05/03/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,10,06/03/1995,12/03/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,11,13/03/1995,19/03/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,12,20/03/1995,26/03/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,13,27/03/1995,02/04/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,14,03/04/1995,09/04/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,15,10/04/1995,16/04/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,16,17/04/1995,23/04/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,17,24/04/1995,30/04/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,18,01/05/1995,07/05/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,19,08/05/1995,14/05/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,20,15/05/1995,21/05/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,21,22/05/1995,28/05/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,22,29/05/1995,04/06/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,23,05/06/1995,11/06/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,24,12/06/1995,18/06/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,25,19/06/1995,25/06/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,26,26/06/1995,02/07/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,27,03/07/1995,09/07/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,28,10/07/1995,16/07/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,29,17/07/1995,23/07/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,30,24/07/1995,30/07/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,31,31/07/1995,06/08/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,32,07/08/1995,13/08/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,33,14/08/1995,20/08/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,34,21/08/1995,27/08/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,35,28/08/1995,03/09/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,36,04/09/1995,10/09/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,37,11/09/1995,17/09/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,38,18/09/1995,24/09/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,39,25/09/1995,01/10/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,40,02/10/1995,08/10/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,41,09/10/1995,15/10/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,42,16/10/1995,22/10/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,43,23/10/1995,29/10/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,44,30/10/1995,05/11/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,45,06/11/1995,12/11/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,46,13/11/1995,19/11/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,47,20/11/1995,26/11/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,48,27/11/1995,03/12/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,49,04/12/1995,10/12/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,50,11/12/1995,17/12/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,51,18/12/1995,24/12/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1995,52,25/12/1995,31/12/1995,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,1,01/01/1996,07/01/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,2,08/01/1996,14/01/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,3,15/01/1996,21/01/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,4,22/01/1996,28/01/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,5,29/01/1996,04/02/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,6,05/02/1996,11/02/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,7,12/02/1996,18/02/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,8,19/02/1996,25/02/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,9,26/02/1996,03/03/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,10,04/03/1996,10/03/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,11,11/03/1996,17/03/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,12,18/03/1996,24/03/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,13,25/03/1996,31/03/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,14,01/04/1996,07/04/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,15,08/04/1996,14/04/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,16,15/04/1996,21/04/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,17,22/04/1996,28/04/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,18,29/04/1996,05/05/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,19,06/05/1996,12/05/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,20,13/05/1996,19/05/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,21,20/05/1996,26/05/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,22,27/05/1996,02/06/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,23,03/06/1996,09/06/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,24,10/06/1996,16/06/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,25,17/06/1996,23/06/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,26,24/06/1996,30/06/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,27,01/07/1996,07/07/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,28,08/07/1996,14/07/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,29,15/07/1996,21/07/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,30,22/07/1996,28/07/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,31,29/07/1996,04/08/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,32,05/08/1996,11/08/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,33,12/08/1996,18/08/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,34,19/08/1996,25/08/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,35,26/08/1996,01/09/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,36,02/09/1996,08/09/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,37,09/09/1996,15/09/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,38,16/09/1996,22/09/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,39,23/09/1996,29/09/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,40,30/09/1996,06/10/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,41,07/10/1996,13/10/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,42,14/10/1996,20/10/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,43,21/10/1996,27/10/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,44,28/10/1996,03/11/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,45,04/11/1996,10/11/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,46,11/11/1996,17/11/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,47,18/11/1996,24/11/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,48,25/11/1996,01/12/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,49,02/12/1996,08/12/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,50,09/12/1996,15/12/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,51,16/12/1996,22/12/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1996,52,23/12/1996,29/12/1996,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,1,30/12/1996,05/01/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,2,06/01/1997,12/01/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,3,13/01/1997,19/01/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,4,20/01/1997,26/01/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,5,27/01/1997,02/02/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,6,03/02/1997,09/02/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,7,10/02/1997,16/02/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,8,17/02/1997,23/02/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,9,24/02/1997,02/03/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,10,03/03/1997,09/03/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,11,10/03/1997,16/03/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,12,17/03/1997,23/03/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,13,24/03/1997,30/03/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,14,31/03/1997,06/04/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,15,07/04/1997,13/04/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,16,14/04/1997,20/04/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,17,21/04/1997,27/04/1997,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1997,18,28/04/1997,04/05/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,19,05/05/1997,11/05/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,20,12/05/1997,18/05/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,21,19/05/1997,25/05/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,22,26/05/1997,01/06/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,23,02/06/1997,08/06/1997,,5,,,,,,,,,4,4,4,1,Local Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,1997,24,09/06/1997,15/06/1997,,6,,,,,,,,,3,3,3,3,Local Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,1997,25,16/06/1997,22/06/1997,,9,,,,,,,,,2,2,2,7,Local Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,1997,26,23/06/1997,29/06/1997,,22,,,,,,,,,8,8,8,14,Local Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,1997,27,30/06/1997,06/07/1997,,13,,,,,,,,,2,2,2,11,Local Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,1997,28,07/07/1997,13/07/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,29,14/07/1997,20/07/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,30,21/07/1997,27/07/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,31,28/07/1997,03/08/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,32,04/08/1997,10/08/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,33,11/08/1997,17/08/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,34,18/08/1997,24/08/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,35,25/08/1997,31/08/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,36,01/09/1997,07/09/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,37,08/09/1997,14/09/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,38,15/09/1997,21/09/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,39,22/09/1997,28/09/1997,,14,,,,,2,2,,,,,2,12,Local Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,1997,40,29/09/1997,05/10/1997,,4,1,,,,,1,,,,,1,3,Regional Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,1997,41,06/10/1997,12/10/1997,,6,4,,,,,4,,,,,4,2,Regional Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,1997,42,13/10/1997,19/10/1997,,18,8,,,,,8,,,,,8,10,Regional Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,1997,43,20/10/1997,26/10/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,44,27/10/1997,02/11/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,45,03/11/1997,09/11/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,46,10/11/1997,16/11/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,47,17/11/1997,23/11/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,48,24/11/1997,30/11/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,49,01/12/1997,07/12/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,50,08/12/1997,14/12/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,51,15/12/1997,21/12/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1997,52,22/12/1997,28/12/1997,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,1,29/12/1997,04/01/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,2,05/01/1998,11/01/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,3,12/01/1998,18/01/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,4,19/01/1998,25/01/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,5,26/01/1998,01/02/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,6,02/02/1998,08/02/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,7,09/02/1998,15/02/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,8,16/02/1998,22/02/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,9,23/02/1998,01/03/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,10,02/03/1998,08/03/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,11,09/03/1998,15/03/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,12,16/03/1998,22/03/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,13,23/03/1998,29/03/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,14,30/03/1998,05/04/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,15,06/04/1998,12/04/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,16,13/04/1998,19/04/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,17,20/04/1998,26/04/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,18,27/04/1998,03/05/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,19,04/05/1998,10/05/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,20,11/05/1998,17/05/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,21,18/05/1998,24/05/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,22,25/05/1998,31/05/1998,,,,,,,,,,,,,,,Local Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,1998,23,01/06/1998,07/06/1998,,,,,,,,,,,,,,,Regional Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,1998,24,08/06/1998,14/06/1998,,,,,,,,,,,,,,,Regional Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,1998,25,15/06/1998,21/06/1998,,,,,,,,,,,,,,,Regional Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,1998,26,22/06/1998,28/06/1998,,,,,,,,,,,,,,,Local Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,1998,27,29/06/1998,05/07/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,28,06/07/1998,12/07/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,29,13/07/1998,19/07/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,30,20/07/1998,26/07/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,31,27/07/1998,02/08/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,32,03/08/1998,09/08/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,33,10/08/1998,16/08/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,34,17/08/1998,23/08/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,35,24/08/1998,30/08/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,36,31/08/1998,06/09/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,37,07/09/1998,13/09/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,38,14/09/1998,20/09/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,39,21/09/1998,27/09/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,40,28/09/1998,04/10/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,41,05/10/1998,11/10/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,42,12/10/1998,18/10/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,43,19/10/1998,25/10/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,44,26/10/1998,01/11/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,45,02/11/1998,08/11/1998,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1998,46,09/11/1998,15/11/1998,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1998,47,16/11/1998,22/11/1998,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1998,48,23/11/1998,29/11/1998,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,1998,49,30/11/1998,06/12/1998,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1998,50,07/12/1998,13/12/1998,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1998,51,14/12/1998,20/12/1998,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1998,52,21/12/1998,27/12/1998,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1998,53,28/12/1998,03/01/1999,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1999,1,04/01/1999,10/01/1999,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1999,2,11/01/1999,17/01/1999,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1999,3,18/01/1999,24/01/1999,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1999,4,25/01/1999,31/01/1999,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1999,5,01/02/1999,07/02/1999,,,,,,,1,1,,,,,1,,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,1999,6,08/02/1999,14/02/1999,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1999,7,15/02/1999,21/02/1999,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1999,8,22/02/1999,28/02/1999,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1999,9,01/03/1999,07/03/1999,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1999,10,08/03/1999,14/03/1999,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1999,11,15/03/1999,21/03/1999,,,,,1,,,1,,,,,1,,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,1999,12,22/03/1999,28/03/1999,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1999,13,29/03/1999,04/04/1999,,,,,,,,,,,,,,,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,1999,14,05/04/1999,11/04/1999,,1,,,,,1,1,,,,,1,,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,1999,15,12/04/1999,18/04/1999,,3,2,,,,1,3,,,,,3,,Sporadic
